method,feature,raw_score,normalized_score,ranking,method_type
Naive Bayes,ch5,0.0038461538461538325,0.08074534161490697,13.0,Permutation
Naive Bayes,ch6,0.09461538461538457,0.8136645962732917,2.0,Permutation
Naive Bayes,ch7,0.07692307692307689,0.6708074534161489,7.0,Permutation
Naive Bayes,ch8,0.08153846153846149,0.7080745341614905,6.0,Permutation
Naive Bayes,ch9,0.0815384615384615,0.7080745341614906,5.0,Permutation
Naive Bayes,ch10,0.04384615384615381,0.4037267080745341,11.0,Permutation
Naive Bayes,ch11,0.09384615384615383,0.8074534161490683,3.0,Permutation
Naive Bayes,ch12,0.056153846153846124,0.5031055900621118,9.0,Permutation
Naive Bayes,ch13,-0.006153846153846188,0.0,14.0,Permutation
Neural Network,ch0,0.08384615384615389,0.5172413793103448,5.0,Permutation
Neural Network,ch1,0.06846153846153849,0.41871921182266,10.0,Permutation
Neural Network,ch2,0.09692307692307697,0.6009852216748768,3.0,Permutation
Neural Network,ch3,0.0892307692307693,0.5517241379310346,4.0,Permutation
Neural Network,ch4,0.07538461538461542,0.4630541871921182,8.0,Permutation
Neural Network,ch5,0.007692307692307743,0.02955665024630559,13.0,Permutation
Neural Network,ch6,0.08307692307692313,0.5123152709359606,6.0,Permutation
Neural Network,ch7,0.07153846153846156,0.43842364532019695,9.0,Permutation
Neural Network,ch8,0.1592307692307693,1.0,1.0,Permutation
Neural Network,ch9,0.07769230769230773,0.47783251231527085,7.0,Permutation
Neural Network,ch10,0.0030769230769230995,0.0,14.0,Permutation
Neural Network,ch11,0.10000000000000005,0.6206896551724137,2.0,Permutation
Neural Network,ch12,0.05846153846153851,0.3546798029556651,11.0,Permutation
Neural Network,ch13,0.02230769230769235,0.12315270935960601,12.0,Permutation
Decision Tree,ch0,0.0,0.0,8.5,Built-in
Decision Tree,ch1,0.0,0.0,8.5,Built-in
Decision Tree,ch2,0.0,0.0,8.5,Built-in
Decision Tree,ch3,0.0,0.0,8.5,Built-in
Decision Tree,ch4,0.0,0.0,8.5,Built-in
Decision Tree,ch5,0.0,0.0,8.5,Built-in
Decision Tree,ch6,0.48148148148148157,0.9285714285714288,2.0,Built-in
Decision Tree,ch7,0.0,0.0,8.5,Built-in
Decision Tree,ch8,0.0,0.0,8.5,Built-in
Decision Tree,ch9,0.0,0.0,8.5,Built-in
Decision Tree,ch10,0.0,0.0,8.5,Built-in
Decision Tree,ch11,0.0,0.0,8.5,Built-in
Decision Tree,ch12,0.5185185185185185,1.0,1.0,Built-in
Decision Tree,ch13,0.0,0.0,8.5,Built-in
Random Forest (Tuned),ch0,0.13833095194628545,0.8132509559285046,3.0,Built-in
Random Forest (Tuned),ch1,0.03925771653882337,0.2150442151778207,8.0,Built-in
Random Forest (Tuned),ch2,0.011357769163193506,0.04658361612652463,12.0,Built-in
Random Forest (Tuned),ch3,0.07564758331442015,0.43476716568662943,7.0,Built-in
Random Forest (Tuned),ch4,0.028005488636850893,0.14710297401678077,11.0,Built-in
Random Forest (Tuned),ch5,0.004044714102283874,0.0024272017838923208,13.0,Built-in
Random Forest (Tuned),ch6,0.14793429329434887,0.8712361777143333,2.0,Built-in
Random Forest (Tuned),ch7,0.09283819061445207,0.5385644942202494,6.0,Built-in
Random Forest (Tuned),ch8,0.039205501340793855,0.214728938470621,9.0,Built-in
Random Forest (Tuned),ch9,0.10421057536902799,0.6072312455443435,5.0,Built-in
Random Forest (Tuned),ch10,0.031398306719965546,0.16758889676991143,10.0,Built-in
Random Forest (Tuned),ch11,0.11486640322880301,0.6715714079280607,4.0,Built-in
Random Forest (Tuned),ch12,0.16925977762651098,1.0,1.0,Built-in
Random Forest (Tuned),ch13,0.0036427281042404358,0.0,14.0,Built-in
Support Vector Machine (Tuned),ch0,0.033846153846153804,0.5697674418604651,3.0,Permutation
Support Vector Machine (Tuned),ch1,-3.3306690738754695e-17,0.058139534883721214,11.0,Permutation
Support Vector Machine (Tuned),ch2,0.06230769230769227,1.0,1.0,Permutation
Support Vector Machine (Tuned),ch3,0.029230769230769192,0.5000000000000001,4.0,Permutation
Support Vector Machine (Tuned),ch4,0.016923076923076874,0.31395348837209297,7.0,Permutation
Support Vector Machine (Tuned),ch5,0.01076923076923072,0.22093023255813954,9.0,Permutation
Support Vector Machine (Tuned),ch6,0.019999999999999962,0.36046511627906985,6.0,Permutation
Support Vector Machine (Tuned),ch7,-0.003846153846153888,1.7044666711632576e-16,13.0,Permutation
Support Vector Machine (Tuned),ch8,-0.0038461538461538993,0.0,14.0,Permutation
Support Vector Machine (Tuned),ch9,-4.4408920985006264e-17,0.05813953488372105,12.0,Permutation
Support Vector Machine (Tuned),ch10,0.011538461538461508,0.23255813953488397,8.0,Permutation
Support Vector Machine (Tuned),ch11,0.03615384615384613,0.604651162790698,2.0,Permutation
Support Vector Machine (Tuned),ch12,0.027692307692307638,0.4767441860465114,5.0,Permutation
Support Vector Machine (Tuned),ch13,0.00846153846153841,0.18604651162790692,10.0,Permutation
Gradient Boosting (Tuned),ch0,0.1044374890464983,0.2256417243614878,4.0,Built-in
Gradient Boosting (Tuned),ch1,0.0003041362520825368,0.00028600622014716607,13.0,Built-in
Gradient Boosting (Tuned),ch2,0.0027422877799437007,0.005562427018614189,7.0,Built-in
Gradient Boosting (Tuned),ch3,0.0001719772508838064,0.0,14.0,Built-in
Gradient Boosting (Tuned),ch4,0.0004555167160310325,0.0006136097424598749,11.0,Built-in
Gradient Boosting (Tuned),ch5,0.0005237558231350201,0.0007612864720961808,10.0,Built-in
Gradient Boosting (Tuned),ch6,0.11467920724912072,0.24780589845765677,3.0,Built-in
Gradient Boosting (Tuned),ch7,0.19990736339842888,0.43224874812569924,2.0,Built-in
Gradient Boosting (Tuned),ch8,0.001859138690032285,0.0036511978874848284,9.0,Built-in
Gradient Boosting (Tuned),ch9,0.10428016193430156,0.22530125165605025,5.0,Built-in
Gradient Boosting (Tuned),ch10,0.005875408736193197,0.01234283602468196,6.0,Built-in
Gradient Boosting (Tuned),ch11,0.002197198759013203,0.004382796050568187,8.0,Built-in
Gradient Boosting (Tuned),ch12,0.4622563372718905,1.0,1.0,Built-in
Gradient Boosting (Tuned),ch13,0.0003100210924452482,0.00029874164439403704,12.0,Built-in
Mutual Information,ch0,0.9411867177566577,0.9909433866408255,2.0,Statistical
Mutual Information,ch1,0.8223949827361885,0.8379230115311508,8.0,Statistical
Mutual Information,ch2,0.5042970274849978,0.42816833940879856,13.0,Statistical
Mutual Information,ch3,0.9482174861335801,1.0,1.0,Statistical
Mutual Information,ch4,0.8028954126961816,0.8128048370934672,10.0,Statistical
Mutual Information,ch5,0.1719042995051503,0.0,14.0,Statistical
Mutual Information,ch6,0.9372550938250339,0.9858789049350605,3.0,Statistical
Mutual Information,ch7,0.8694460118813365,0.8985313200792681,6.0,Statistical
Mutual Information,ch8,0.8041871427817342,0.8144687661723518,9.0,Statistical
Mutual Information,ch9,0.9030054225561317,0.9417605363966483,4.0,Statistical
Mutual Information,ch10,0.7979519183680122,0.8064369247440205,11.0,Statistical
Mutual Information,ch11,0.8465800538468862,0.8690767669062652,7.0,Statistical
Mutual Information,ch12,0.8901950020032383,0.9252589223914428,5.0,Statistical
Mutual Information,ch13,0.5203642609430221,0.44886518410340587,12.0,Statistical
Chi-Square,ch0,76.9182763143118,0.6582033873774723,6.0,Statistical
Chi-Square,ch1,111.80165746858067,1.0,1.0,Statistical
Chi-Square,ch2,52.57868677161832,0.41971763906298426,11.0,Statistical
Chi-Square,ch3,56.07716084294145,0.45399661510713,10.0,Statistical
Chi-Square,ch4,46.36646738588988,0.35884866728757653,12.0,Statistical
Chi-Square,ch5,9.742772546882273,0.0,14.0,Statistical
Chi-Square,ch6,78.54558439755874,0.6741481832126948,5.0,Statistical
Chi-Square,ch7,93.53438620757557,0.8210124353698346,3.0,Statistical
Chi-Square,ch8,106.93515723172325,0.9523167410599176,2.0,Statistical
Chi-Square,ch9,85.85662512102553,0.7457836976421927,4.0,Statistical
Chi-Square,ch10,71.60499537191049,0.6061424526878787,7.0,Statistical
Chi-Square,ch11,70.50857940290807,0.5953994784740841,8.0,Statistical
Chi-Square,ch12,58.155143087318066,0.47435723580145644,9.0,Statistical
Chi-Square,ch13,40.252807554987996,0.2989454081485765,13.0,Statistical
ANOVA F-Score,ch0,409.74864419325297,1.0,1.0,Statistical
ANOVA F-Score,ch1,291.5517926871104,0.6974825720159782,6.0,Statistical
ANOVA F-Score,ch2,105.40300766434883,0.2210464322215956,12.0,Statistical
ANOVA F-Score,ch3,328.6829152966794,0.7925173514273606,4.0,Statistical
ANOVA F-Score,ch4,238.43323431180903,0.5615289535130337,10.0,Statistical
ANOVA F-Score,ch5,19.037760877183537,0.0,14.0,Statistical
ANOVA F-Score,ch6,385.2517102771143,0.9373016341182345,2.0,Statistical
ANOVA F-Score,ch7,315.6329101605532,0.7591166817931613,5.0,Statistical
ANOVA F-Score,ch8,256.7699146534813,0.6084605367493231,9.0,Statistical
ANOVA F-Score,ch9,331.52715731392374,0.799797010476283,3.0,Statistical
ANOVA F-Score,ch10,228.25384497599495,0.5354754449713243,11.0,Statistical
ANOVA F-Score,ch11,277.0138899449644,0.6602737217818642,7.0,Statistical
ANOVA F-Score,ch12,276.06109871050245,0.6578351123774491,8.0,Statistical
ANOVA F-Score,ch13,87.61815705029022,0.17552722256172193,13.0,Statistical
Consensus_mean_normalized,ch0,0.6182553640913964,0.6182553640913964,2.0,Consensus
Consensus_mean_normalized,ch1,0.3530876857470269,0.3530876857470269,10.0,Consensus
Consensus_mean_normalized,ch2,0.45137243295469875,0.45137243295469875,7.0,Consensus
Consensus_mean_normalized,ch3,0.4752363468264912,0.4752363468264912,5.0,Consensus
Consensus_mean_normalized,ch4,0.3347124820979031,0.3347124820979031,11.0,Consensus
Consensus_mean_normalized,ch5,0.06645375128889618,0.06645375128889618,14.0,Consensus
Consensus_mean_normalized,ch6,0.6073180057823998,0.6073180057823998,3.0,Consensus
Consensus_mean_normalized,ch7,0.45590200185569124,0.45590200185569124,6.0,Consensus
Consensus_mean_normalized,ch8,0.37573703255030494,0.37573703255030494,9.0,Consensus
Consensus_mean_normalized,ch9,0.4326048491595826,0.4326048491595826,8.0,Consensus
Consensus_mean_normalized,ch10,0.22821757794299974,0.22821757794299974,12.0,Consensus
Consensus_mean_normalized,ch11,0.5302079675250074,0.5302079675250074,4.0,Consensus
Consensus_mean_normalized,ch12,0.6864417254084972,0.6864417254084972,1.0,Consensus
Consensus_mean_normalized,ch13,0.129308303994484,0.129308303994484,13.0,Consensus
Consensus_median_normalized,ch0,0.5740677636206744,0.5740677636206744,4.0,Consensus
Consensus_median_normalized,ch1,0.2524433114396237,0.2524433114396237,11.0,Consensus
Consensus_median_normalized,ch2,0.4239429892358914,0.4239429892358914,7.0,Consensus
Consensus_median_normalized,ch3,0.5198412698412699,0.5198412698412699,5.0,Consensus
Consensus_median_normalized,ch4,0.3976783018977565,0.3976783018977565,9.0,Consensus
Consensus_median_normalized,ch5,0.001594244127994251,0.001594244127994251,14.0,Consensus
Consensus_median_normalized,ch6,0.5787886969938356,0.5787886969938356,3.0,Consensus
Consensus_median_normalized,ch7,0.4884940697702232,0.4884940697702232,6.0,Consensus
Consensus_median_normalized,ch8,0.25448935139576034,0.25448935139576034,10.0,Consensus
Consensus_median_normalized,ch9,0.3998051711436142,0.3998051711436142,8.0,Consensus
Consensus_median_normalized,ch10,0.1826769382134044,0.1826769382134044,12.0,Consensus
Consensus_median_normalized,ch11,0.6018730224020251,0.6018730224020251,1.0,Consensus
Consensus_median_normalized,ch12,0.5999112750272462,0.5999112750272462,2.0,Consensus
Consensus_median_normalized,ch13,0.0944180751169259,0.0944180751169259,13.0,Consensus
Consensus_mean_ranking,ch0,3.25,3.25,14.0,Consensus
Consensus_mean_ranking,ch1,8.928571428571429,8.928571428571429,4.0,Consensus
Consensus_mean_ranking,ch2,7.5,7.5,7.0,Consensus
Consensus_mean_ranking,ch3,6.357142857142857,6.357142857142857,10.0,Consensus
Consensus_mean_ranking,ch4,8.821428571428571,8.821428571428571,5.0,Consensus
Consensus_mean_ranking,ch5,11.75,11.75,1.0,Consensus
Consensus_mean_ranking,ch6,4.285714285714286,4.285714285714286,13.0,Consensus
Consensus_mean_ranking,ch7,7.107142857142857,7.107142857142857,8.0,Consensus
Consensus_mean_ranking,ch8,8.392857142857142,8.392857142857142,6.0,Consensus
Consensus_mean_ranking,ch9,6.607142857142857,6.607142857142857,9.0,Consensus
Consensus_mean_ranking,ch10,10.035714285714286,10.035714285714286,3.0,Consensus
Consensus_mean_ranking,ch11,5.214285714285714,5.214285714285714,11.0,Consensus
Consensus_mean_ranking,ch12,5.142857142857143,5.142857142857143,12.0,Consensus
Consensus_mean_ranking,ch13,11.607142857142858,11.607142857142858,2.0,Consensus
Consensus_borda_count,ch0,11.75,11.75,1.0,Consensus
Consensus_borda_count,ch1,6.071428571428571,6.071428571428571,11.0,Consensus
Consensus_borda_count,ch2,7.5,7.5,8.0,Consensus
Consensus_borda_count,ch3,8.642857142857142,8.642857142857142,5.0,Consensus
Consensus_borda_count,ch4,6.178571428571429,6.178571428571429,10.0,Consensus
Consensus_borda_count,ch5,3.25,3.25,14.0,Consensus
Consensus_borda_count,ch6,10.714285714285715,10.714285714285715,2.0,Consensus
Consensus_borda_count,ch7,7.892857142857143,7.892857142857143,7.0,Consensus
Consensus_borda_count,ch8,6.607142857142858,6.607142857142858,9.0,Consensus
Consensus_borda_count,ch9,8.392857142857142,8.392857142857142,6.0,Consensus
Consensus_borda_count,ch10,4.9642857142857135,4.9642857142857135,12.0,Consensus
Consensus_borda_count,ch11,9.785714285714285,9.785714285714285,4.0,Consensus
Consensus_borda_count,ch12,9.857142857142858,9.857142857142858,3.0,Consensus
Consensus_borda_count,ch13,3.3928571428571423,3.3928571428571423,13.0,Consensus
