method,feature,raw_score,normalized_score,ranking,method_type
Random Forest (Tuned),ch4,0.047930476181693694,0.2811832966464261,13.0,Built-in
Random Forest (Tuned),ch5,0.018730987686219093,0.0,14.0,Built-in
Random Forest (Tuned),ch6,0.11310422503654767,0.9087891384629443,2.0,Built-in
Random Forest (Tuned),ch7,0.09793628392075475,0.762725905645064,3.0,Built-in
Random Forest (Tuned),ch8,0.06394778433309693,0.43542570778014317,7.0,Built-in
Random Forest (Tuned),ch9,0.09498830504875967,0.7343376543303173,4.0,Built-in
Random Forest (Tuned),ch10,0.06331469194532176,0.42932919671612335,9.0,Built-in
Random Forest (Tuned),ch11,0.06110226594647961,0.40802412364824714,10.0,Built-in
Random Forest (Tuned),ch12,0.0742279000925831,0.5344204843361499,5.0,Built-in
Random Forest (Tuned),ch13,0.059521072823244744,0.3927976550375129,11.0,Built-in
Support Vector Machine (Tuned),ch0,0.1639285714285715,0.7664670658682635,4.0,Permutation
Support Vector Machine (Tuned),ch1,0.026785714285714347,0.0,14.0,Permutation
Support Vector Machine (Tuned),ch2,0.1871428571428572,0.8962075848303391,3.0,Permutation
Support Vector Machine (Tuned),ch3,0.2057142857142858,1.0,1.0,Permutation
Support Vector Machine (Tuned),ch4,0.19357142857142867,0.9321357285429143,2.0,Permutation
Support Vector Machine (Tuned),ch5,0.027857142857142914,0.005988023952095783,13.0,Permutation
Support Vector Machine (Tuned),ch6,0.06928571428571433,0.2375249500998003,11.0,Permutation
Support Vector Machine (Tuned),ch7,0.09500000000000004,0.3812375249500997,8.0,Permutation
Support Vector Machine (Tuned),ch8,0.11071428571428577,0.46906187624750495,6.0,Permutation
Support Vector Machine (Tuned),ch9,0.1028571428571429,0.42514970059880225,7.0,Permutation
Support Vector Machine (Tuned),ch10,0.08142857142857149,0.30538922155688625,9.0,Permutation
Support Vector Machine (Tuned),ch11,0.03500000000000007,0.04590818363273459,12.0,Permutation
Support Vector Machine (Tuned),ch12,0.07928571428571433,0.29341317365269454,10.0,Permutation
Support Vector Machine (Tuned),ch13,0.11821428571428579,0.5109780439121757,5.0,Permutation
K-Nearest Neighbors (Tuned),ch0,0.02857142857142858,0.07296137339055771,10.0,Permutation
K-Nearest Neighbors (Tuned),ch1,0.02250000000000003,0.0,14.0,Permutation
K-Nearest Neighbors (Tuned),ch2,0.10571428571428573,1.0,1.0,Permutation
K-Nearest Neighbors (Tuned),ch3,0.03642857142857142,0.16738197424892662,4.0,Permutation
K-Nearest Neighbors (Tuned),ch4,0.03607142857142857,0.1630901287553644,5.0,Permutation
K-Nearest Neighbors (Tuned),ch5,0.04964285714285714,0.32618025751072927,3.0,Permutation
K-Nearest Neighbors (Tuned),ch6,0.03035714285714286,0.09442060085836879,8.0,Permutation
K-Nearest Neighbors (Tuned),ch7,0.026428571428571447,0.047210300429184414,11.0,Permutation
K-Nearest Neighbors (Tuned),ch8,0.025714285714285735,0.03862660944205997,13.0,Permutation
K-Nearest Neighbors (Tuned),ch9,0.02607142857142859,0.04291845493562217,12.0,Permutation
K-Nearest Neighbors (Tuned),ch10,0.03571428571428571,0.1587982832618022,6.0,Permutation
K-Nearest Neighbors (Tuned),ch11,0.03035714285714286,0.09442060085836879,8.0,Permutation
K-Nearest Neighbors (Tuned),ch12,0.03035714285714286,0.09442060085836879,8.0,Permutation
K-Nearest Neighbors (Tuned),ch13,0.049642857142857155,0.32618025751072943,2.0,Permutation
Neural Network (Tuned),ch0,0.14357142857142854,0.39170506912442377,8.0,Permutation
Neural Network (Tuned),ch1,0.052500000000000026,0.0,14.0,Permutation
Neural Network (Tuned),ch2,0.23785714285714285,0.7972350230414745,2.0,Permutation
Neural Network (Tuned),ch3,0.28500000000000003,1.0,1.0,Permutation
Neural Network (Tuned),ch4,0.23142857142857146,0.7695852534562212,3.0,Permutation
Neural Network (Tuned),ch5,0.06321428571428574,0.04608294930875574,12.0,Permutation
Neural Network (Tuned),ch6,0.06892857142857144,0.07066052227342541,10.0,Permutation
Neural Network (Tuned),ch7,0.1025,0.21505376344086008,9.0,Permutation
Neural Network (Tuned),ch8,0.2178571428571429,0.7112135176651306,4.0,Permutation
Neural Network (Tuned),ch9,0.1435714285714286,0.391705069124424,7.0,Permutation
Neural Network (Tuned),ch10,0.1610714285714286,0.466973886328725,5.0,Permutation
Neural Network (Tuned),ch11,0.065,0.05376344086021495,11.0,Permutation
Neural Network (Tuned),ch12,0.05821428571428573,0.024577572964669704,13.0,Permutation
Neural Network (Tuned),ch13,0.15392857142857141,0.4362519201228877,6.0,Permutation
Naive Bayes (Tuned),ch0,0.0050000000000000044,0.21052631578947556,9.0,Permutation
Naive Bayes (Tuned),ch1,0.00892857142857143,0.789473684210526,5.0,Permutation
Naive Bayes (Tuned),ch2,0.0035714285714285587,0.0,14.0,Permutation
Naive Bayes (Tuned),ch3,0.006428571428571406,0.4210526315789446,7.5,Permutation
Naive Bayes (Tuned),ch4,0.008571428571428574,0.7368421052631579,6.0,Permutation
Naive Bayes (Tuned),ch5,0.009999999999999976,0.947368421052627,2.0,Permutation
Naive Bayes (Tuned),ch6,0.004285714285714293,0.10526315789473945,11.5,Permutation
Naive Bayes (Tuned),ch7,0.003928571428571425,0.05263157894736966,13.0,Permutation
Naive Bayes (Tuned),ch8,0.010357142857142865,1.0,1.0,Permutation
Naive Bayes (Tuned),ch9,0.004285714285714293,0.10526315789473945,11.5,Permutation
Naive Bayes (Tuned),ch10,0.006428571428571406,0.4210526315789446,7.5,Permutation
Naive Bayes (Tuned),ch11,0.00964285714285713,0.8947368421052604,3.0,Permutation
Naive Bayes (Tuned),ch12,0.004999999999999982,0.21052631578947226,10.0,Permutation
Naive Bayes (Tuned),ch13,0.009285714285714276,0.8421052631578926,4.0,Permutation
Mutual Information,ch0,0.49173761418809736,0.9803357915767279,2.0,Statistical
Mutual Information,ch1,0.4005035277413269,0.7692586034036711,10.0,Statistical
Mutual Information,ch2,0.21131325249981825,0.33155211799963036,13.0,Statistical
Mutual Information,ch3,0.45554264134437594,0.896595893569306,5.0,Statistical
Mutual Information,ch4,0.38723136602299557,0.7385524201602193,11.0,Statistical
Mutual Information,ch5,0.06800617674709475,0.0,14.0,Statistical
Mutual Information,ch6,0.5002370930125226,1.0,1.0,Statistical
Mutual Information,ch7,0.441443199736403,0.8639757336561853,6.0,Statistical
Mutual Information,ch8,0.4260478694605554,0.8283574340471089,7.0,Statistical
Mutual Information,ch9,0.4216757235912889,0.8182421329320411,8.0,Statistical
Mutual Information,ch10,0.40827352788812177,0.7872351059036066,9.0,Statistical
Mutual Information,ch11,0.4593767209507944,0.9054663363399106,4.0,Statistical
Mutual Information,ch12,0.4815195432847479,0.9566954860853116,3.0,Statistical
Mutual Information,ch13,0.2817824802204598,0.49458818291028395,12.0,Statistical
Chi-Square,ch0,121.62964899406774,0.5310087438452238,7.0,Statistical
Chi-Square,ch1,226.9574326924014,1.0,1.0,Statistical
Chi-Square,ch2,60.62711585970544,0.25938378755403246,11.0,Statistical
Chi-Square,ch3,82.84546407294695,0.3583150540473691,10.0,Statistical
Chi-Square,ch4,60.3010004422312,0.2579316989035133,12.0,Statistical
Chi-Square,ch5,2.3737494870721996,0.0,14.0,Statistical
Chi-Square,ch6,140.44800947039903,0.6148009419593063,5.0,Statistical
Chi-Square,ch7,194.7737115591303,0.8566960846222893,3.0,Statistical
Chi-Square,ch8,201.62271868762875,0.8871925438073345,2.0,Statistical
Chi-Square,ch9,164.811594610301,0.7232842689409338,4.0,Statistical
Chi-Square,ch10,126.42881121368342,0.5523778929798382,6.0,Statistical
Chi-Square,ch11,118.29697941479222,0.5161694218975621,8.0,Statistical
Chi-Square,ch12,94.27689527661627,0.4092155960659001,9.0,Statistical
Chi-Square,ch13,51.48376366072443,0.21867133654920343,13.0,Statistical
ANOVA F-Score,ch0,244.32011187412522,0.4959622564644925,10.0,Statistical
ANOVA F-Score,ch1,370.592042359715,0.758317999301358,4.0,Statistical
ANOVA F-Score,ch2,77.74590942340966,0.14987030670687662,13.0,Statistical
ANOVA F-Score,ch3,258.3176328101552,0.5250449669997987,9.0,Statistical
ANOVA F-Score,ch4,174.90729675861283,0.35174294658305777,11.0,Statistical
ANOVA F-Score,ch5,5.613267135064293,0.0,14.0,Statistical
ANOVA F-Score,ch6,427.450886234354,0.8764538681695277,3.0,Statistical
ANOVA F-Score,ch7,486.9136919712246,1.0,1.0,Statistical
ANOVA F-Score,ch8,294.1280459614867,0.5994484191960475,5.0,Statistical
ANOVA F-Score,ch9,445.2387098902518,0.9134117072613028,2.0,Statistical
ANOVA F-Score,ch10,272.3734599989945,0.5542488206918541,7.0,Statistical
ANOVA F-Score,ch11,272.9541911081818,0.5554554082600762,6.0,Statistical
ANOVA F-Score,ch12,268.2116283002557,0.5456017647492887,8.0,Statistical
ANOVA F-Score,ch13,93.33545351839807,0.182260770730039,12.0,Statistical
Consensus_mean_normalized,ch0,0.5918947327682025,0.5918947327682025,2.0,Consensus
Consensus_mean_normalized,ch1,0.38453951722514074,0.38453951722514074,11.0,Consensus
Consensus_mean_normalized,ch2,0.6041192310883121,0.6041192310883121,1.0,Consensus
Consensus_mean_normalized,ch3,0.5849513810327426,0.5849513810327426,3.0,Consensus
Consensus_mean_normalized,ch4,0.5206936741654732,0.5206936741654732,5.0,Consensus
Consensus_mean_normalized,ch5,0.20086649041672025,0.20086649041672025,14.0,Consensus
Consensus_mean_normalized,ch6,0.5552467975970403,0.5552467975970403,4.0,Consensus
Consensus_mean_normalized,ch7,0.4366783078844767,0.4366783078844767,9.0,Consensus
Consensus_mean_normalized,ch8,0.49160405726098577,0.49160405726098577,6.0,Consensus
Consensus_mean_normalized,ch9,0.44890178708505996,0.44890178708505996,8.0,Consensus
Consensus_mean_normalized,ch10,0.36590275770423947,0.36590275770423947,12.0,Consensus
Consensus_mean_normalized,ch11,0.43554361789035145,0.43554361789035145,10.0,Consensus
Consensus_mean_normalized,ch12,0.31462240342003006,0.31462240342003006,13.0,Consensus
Consensus_mean_normalized,ch13,0.45630333927894084,0.45630333927894084,7.0,Consensus
Consensus_median_normalized,ch0,0.6732522796352584,0.6732522796352584,1.0,Consensus
Consensus_median_normalized,ch1,0.34677265555611386,0.34677265555611386,12.0,Consensus
Consensus_median_normalized,ch2,0.6489361702127661,0.6489361702127661,2.0,Consensus
Consensus_median_normalized,ch3,0.48484848484848453,0.48484848484848453,6.0,Consensus
Consensus_median_normalized,ch4,0.4864130434782609,0.4864130434782609,5.0,Consensus
Consensus_median_normalized,ch5,0.04608294930875574,0.04608294930875574,14.0,Consensus
Consensus_median_normalized,ch6,0.6148009419593063,0.6148009419593063,3.0,Consensus
Consensus_median_normalized,ch7,0.3812375249500997,0.3812375249500997,11.0,Consensus
Consensus_median_normalized,ch8,0.5167173252279635,0.5167173252279635,4.0,Consensus
Consensus_median_normalized,ch9,0.42514970059880225,0.42514970059880225,8.0,Consensus
Consensus_median_normalized,ch10,0.4210526315789446,0.4210526315789446,9.0,Consensus
Consensus_median_normalized,ch11,0.40802412364824714,0.40802412364824714,10.0,Consensus
Consensus_median_normalized,ch12,0.29341317365269454,0.29341317365269454,13.0,Consensus
Consensus_median_normalized,ch13,0.4293478260869563,0.4293478260869563,7.0,Consensus
Consensus_mean_ranking,ch0,5.615384615384615,5.615384615384615,13.0,Consensus
Consensus_mean_ranking,ch1,9.653846153846153,9.653846153846153,2.0,Consensus
Consensus_mean_ranking,ch2,6.153846153846154,6.153846153846154,11.0,Consensus
Consensus_mean_ranking,ch3,5.730769230769231,5.730769230769231,12.0,Consensus
Consensus_mean_ranking,ch4,7.076923076923077,7.076923076923077,9.0,Consensus
Consensus_mean_ranking,ch5,10.23076923076923,10.23076923076923,1.0,Consensus
Consensus_mean_ranking,ch6,5.5,5.5,14.0,Consensus
Consensus_mean_ranking,ch7,7.846153846153846,7.846153846153846,5.0,Consensus
Consensus_mean_ranking,ch8,6.6923076923076925,6.6923076923076925,10.0,Consensus
Consensus_mean_ranking,ch9,7.8076923076923075,7.8076923076923075,6.0,Consensus
Consensus_mean_ranking,ch10,8.576923076923077,8.576923076923077,4.0,Consensus
Consensus_mean_ranking,ch11,7.538461538461538,7.538461538461538,7.0,Consensus
Consensus_mean_ranking,ch12,9.346153846153847,9.346153846153847,3.0,Consensus
Consensus_mean_ranking,ch13,7.230769230769231,7.230769230769231,8.0,Consensus
Consensus_borda_count,ch0,9.384615384615385,9.384615384615385,2.0,Consensus
Consensus_borda_count,ch1,5.346153846153847,5.346153846153847,13.0,Consensus
Consensus_borda_count,ch2,8.846153846153847,8.846153846153847,4.0,Consensus
Consensus_borda_count,ch3,9.26923076923077,9.26923076923077,3.0,Consensus
Consensus_borda_count,ch4,7.923076923076923,7.923076923076923,6.0,Consensus
Consensus_borda_count,ch5,4.76923076923077,4.76923076923077,14.0,Consensus
Consensus_borda_count,ch6,9.5,9.5,1.0,Consensus
Consensus_borda_count,ch7,7.153846153846154,7.153846153846154,10.0,Consensus
Consensus_borda_count,ch8,8.307692307692307,8.307692307692307,5.0,Consensus
Consensus_borda_count,ch9,7.1923076923076925,7.1923076923076925,9.0,Consensus
Consensus_borda_count,ch10,6.423076923076923,6.423076923076923,11.0,Consensus
Consensus_borda_count,ch11,7.461538461538462,7.461538461538462,8.0,Consensus
Consensus_borda_count,ch12,5.653846153846153,5.653846153846153,12.0,Consensus
Consensus_borda_count,ch13,7.769230769230769,7.769230769230769,7.0,Consensus
